Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch,group,Total_reads,Total Filtered reads,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR4027421,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_foreskin,157,7,2898890,2763674,189955,798651,795899,598,8208,308114,3579,97028,875701,386171,29056,257166,SRX2019355,PRJNA338817,SRS1614971,SAMN05559308,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027446,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_foreskin,157,7,3181777,2922968,228057,1721653,1711965,823,14177,136625,17190,61278,455247,174824,23337,318637,SRX2019380,PRJNA338817,SRS1615075,SAMN05559274,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027447,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_foreskin,157,7,2525315,2257029,226708,1176223,1162741,748,11677,147426,22982,58897,355145,155581,28352,300746,SRX2019381,PRJNA338817,SRS1615076,SAMN05559283,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027448,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_foreskin,157,7,3034985,2906526,147734,2362246,2358001,760,3869,94187,5956,42160,147612,87979,15230,147287,SRX2019382,PRJNA338817,SRS1614967,SAMN05559287,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027450,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_foreskin,157,7,2183249,1954648,195315,960958,951160,691,12625,123734,20636,53113,368353,114947,39192,261090,SRX2019384,PRJNA338817,SRS1615078,SAMN05559290,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027333,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,3518640,3431413,112433,2599959,2591891,850,14867,113554,6019,138272,142912,228750,30262,156818,SRX2019267,PRJNA338817,SRS1615042,SAMN05559260,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027334,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,1621952,1582266,68439,1121918,1117811,704,7209,69141,3750,69456,71518,142497,17213,79564,SRX2019268,PRJNA338817,SRS1615043,SAMN05559263,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027366,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,5120767,4582169,390336,2602395,2587983,822,61355,204599,29938,136310,665243,276303,39114,566912,SRX2019300,PRJNA338817,SRS1614995,SAMN05559365,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027367,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,6001408,5381020,398644,3198295,3181862,906,45178,272786,20019,139509,728379,334732,36145,605977,SRX2019301,PRJNA338817,SRS1615023,SAMN05559366,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027368,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,9138808,8106235,445872,6324461,6314366,924,10027,366457,17736,136875,368094,315702,37010,529873,SRX2019302,PRJNA338817,SRS1615053,SAMN05559367,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027369,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,7806443,6896960,490706,3775034,3758527,867,15360,446362,21455,254159,869946,754747,41305,718592,SRX2019303,PRJNA338817,SRS1615054,SAMN05559368,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027370,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,7682410,6830250,459637,3477366,3462392,880,40295,360242,27049,215593,1240253,631995,48979,788478,SRX2019304,PRJNA338817,SRS1615055,SAMN05559369,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027374,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,2143122,2014687,131312,1346600,1339640,770,8402,134121,19808,45282,114827,134316,17256,194075,SRX2019308,PRJNA338817,SRS1615057,SAMN05559159,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027375,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,1549911,1471019,117032,544328,541007,564,6834,153282,3443,48247,385104,168133,15953,145695,SRX2019309,PRJNA338817,SRS1614961,SAMN05559166,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027376,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,3886081,3791537,163591,2990502,2985398,776,7916,186996,8881,67806,191329,113647,17391,207069,SRX2019310,PRJNA338817,SRS1614925,SAMN05559167,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027377,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,3675675,3335153,268619,1679841,1673384,741,5150,226336,4232,116263,618662,296132,23667,364870,SRX2019311,PRJNA338817,SRS1615058,SAMN05559168,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027378,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,8287355,7929409,398206,2833268,2824059,802,29565,828020,10367,275933,2308663,902197,82059,659337,SRX2019312,PRJNA338817,SRS1614953,SAMN05559169,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027379,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,1591317,1525095,129131,538366,534816,565,6419,127873,5413,47800,430312,181300,18020,169592,SRX2019313,PRJNA338817,SRS1614973,SAMN05559172,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027380,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,2174932,2122609,104327,1627428,1624835,652,3711,109519,4477,32681,128229,88882,8045,119637,SRX2019314,PRJNA338817,SRS1614926,SAMN05559173,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027381,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,4576653,4233764,286111,2210988,2202130,775,4607,293391,6180,110469,876473,315317,28917,387422,SRX2019315,PRJNA338817,SRS1614927,SAMN05559174,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027383,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,3038834,2927171,184307,785085,782558,606,7187,462721,1999,95873,864959,431694,31927,245726,SRX2019317,PRJNA338817,SRS1614928,SAMN05559175,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027409,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,5277169,5097405,184198,4129067,4124519,873,8434,166334,10248,69106,245222,214256,14902,239836,SRX2019343,PRJNA338817,SRS1614975,SAMN05559261,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027410,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,4204697,4040237,155093,3260455,3255568,856,5676,128864,10826,60970,210002,161654,13015,188775,SRX2019344,PRJNA338817,SRS1614936,SAMN05559265,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027444,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,1835139,1692286,145729,1007509,1001811,727,9313,87290,8754,39840,240827,102332,14986,181435,SRX2019378,PRJNA338817,SRS1614991,SAMN05559258,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027445,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_skin,157,7,2214084,1970503,194041,1110731,1096944,756,10806,115398,22752,52614,247212,130863,24222,255905,SRX2019379,PRJNA338817,SRS1614992,SAMN05559262,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027321,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,6242207,5653958,371465,3364572,3359269,775,5994,73439,3121,80758,1365721,389166,94825,276362,SRX2019255,PRJNA338817,SRS1615030,SAMN05559180,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027322,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,10102793,9203320,448597,7172144,7161425,869,10927,374066,13022,105669,331980,594495,23374,577643,SRX2019256,PRJNA338817,SRS1615031,SAMN05559188,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027323,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,31272217,28672825,1354319,18133465,18111125,1155,38725,322054,20753,368574,6301277,1808887,427633,1251457,SRX2019257,PRJNA338817,SRS1615032,SAMN05559195,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027324,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,8719763,8611323,157311,7797001,7791055,1004,7747,64360,3640,115158,130315,287837,37978,167287,SRX2019258,PRJNA338817,SRS1615033,SAMN05559201,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027325,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,19944831,18122667,1258033,9344702,9326985,1105,19671,279838,11001,268196,5525440,1168108,410972,1094739,SRX2019259,PRJNA338817,SRS1615034,SAMN05559206,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027361,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,3480313,3095587,284089,1653541,1635392,684,30821,121949,10824,84900,531343,198018,28255,435936,SRX2019295,PRJNA338817,SRS1614919,SAMN05559357,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027362,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,4461424,3985839,295794,1849240,1838084,743,26873,209533,8881,102083,1074111,229513,25607,459998,SRX2019296,PRJNA338817,SRS1614920,SAMN05559359,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027363,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,12988553,11388242,647904,7980694,7967468,945,27152,677245,18184,154544,931954,690126,49371,858972,SRX2019297,PRJNA338817,SRS1614921,SAMN05559361,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027364,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,6293777,5481709,414051,2500226,2488623,760,5864,449901,9659,150119,987963,783266,57705,537006,SRX2019298,PRJNA338817,SRS1614922,SAMN05559363,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027365,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,9132664,8037980,531305,2834050,2815974,788,29908,559044,10047,207732,2612742,726586,69241,988630,SRX2019299,PRJNA338817,SRS1614923,SAMN05559364,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027384,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,3048533,2795210,233451,1098192,1090492,672,20332,220099,11071,82070,749952,200729,35771,376994,SRX2019318,PRJNA338817,SRS1615060,SAMN05559176,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027385,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,2372438,2156221,206137,1063547,1057931,673,18003,152165,15067,58415,381240,123617,26330,317837,SRX2019319,PRJNA338817,SRS1615061,SAMN05559182,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027386,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,2679936,2445005,225039,1225649,1217352,713,22311,156227,18441,71371,423017,143102,32973,351914,SRX2019320,PRJNA338817,SRS1615062,SAMN05559191,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027387,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,2230619,2048762,190942,947148,938636,656,13230,132621,13646,58678,423407,123255,29839,306938,SRX2019321,PRJNA338817,SRS1615063,SAMN05559197,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027388,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,2949856,2718891,235430,1301919,1289195,754,16525,159452,16337,77188,542962,182503,35634,386371,SRX2019322,PRJNA338817,SRS1615064,SAMN05559202,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027389,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,3517210,3238635,178818,2168951,2164267,817,8680,173375,12632,48925,401807,178452,33392,212421,SRX2019323,PRJNA338817,SRS1614930,SAMN05559208,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027391,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,4320061,3888274,324300,1392315,1381793,799,7199,348428,11992,148708,830980,649830,50359,448463,SRX2019325,PRJNA338817,SRS1614954,SAMN05559210,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027457,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,2306216,2091417,217069,1201248,1191161,771,12404,117790,17541,48530,274282,125837,31579,262206,SRX2019391,PRJNA338817,SRS1614985,SAMN05559380,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027459,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,2652107,2309459,300120,417415,414332,584,13514,162163,3959,63581,1060481,148860,36304,403182,SRX2019393,PRJNA338817,SRS1615001,SAMN05559385,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027461,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,4001994,3796960,367478,754178,749054,641,11583,928413,10594,147356,843285,533861,59591,508099,SRX2019395,PRJNA338817,SRS1615002,SAMN05559386,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027463,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,2873458,2671926,337239,723425,718206,632,9994,428816,10602,117561,588843,319670,42378,430637,SRX2019397,PRJNA338817,SRS1615008,SAMN05559391,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027465,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,2962951,2693301,312003,564954,559958,610,15028,130380,6822,76584,1231930,142030,28316,497257,SRX2019399,PRJNA338817,SRS1615012,SAMN05559395,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027466,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,2451221,2184142,239576,531053,526397,607,15275,184220,12182,85685,822853,129467,31604,371803,SRX2019400,PRJNA338817,SRS1615014,SAMN05559397,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027468,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,5144117,4683925,442230,917653,914463,625,15122,503820,5663,126228,2033166,367330,46489,668454,SRX2019402,PRJNA338817,SRS1615019,SAMN05559401,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027469,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,2291183,2007827,233901,591098,585645,648,13453,128618,6866,80167,699729,115164,25864,346868,SRX2019403,PRJNA338817,SRS1615020,SAMN05559402,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
SRR4027470,SRP081654,Illumina HiSeq 2000,miRNA-Seq,RANDOM,Stem,No,iPSC_umbilical_cord_blood,157,7,3261188,3096860,322603,1891605,1888749,751,4743,275016,8217,87995,272187,156357,23361,377379,SRX2019404,PRJNA338817,SRS1615021,SAMN05559403,SAGE BIONETWORKS,DOI: 10.1016/j.stemcr.2016.05.006,27293150
DRR041381,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Keratinocyte,159,28,1294942,886249,58805,593686,590495,416,3094,56351,3093,29707,90637,21526,9921,78234,DRX037015,PRJDB2675,DRS008204,SAMD00005531,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041402,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Keratinocyte,159,28,1060230,771537,63449,266341,264845,373,2034,98204,1663,56721,208220,46460,8991,82903,DRX037036,PRJDB2675,DRS008207,SAMD00004992,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041425,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Keratinocyte,159,28,4404926,3993767,227428,1153235,1146427,612,4180,270016,13865,163777,1868498,163069,58510,298617,DRX037059,PRJDB2675,DRS008208,SAMD00005596,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041432,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Keratinocyte,159,28,2070180,1741411,140010,865536,859853,541,4349,201979,7747,95384,285677,86832,22211,171696,DRX037066,PRJDB2675,DRS008206,SAMD00005662,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041521,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Keratinocyte,159,28,1626944,1354078,99798,591190,587549,496,4345,120221,4602,56776,383496,50493,11486,131469,DRX037155,PRJDB2675,DRS008205,SAMD00004888,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041540,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Keratinocyte,159,28,2295315,2152827,94081,411805,408760,425,1835,606984,6072,33511,859022,35645,10628,187325,DRX037174,PRJDB2675,DRS008209,SAMD00005048,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR1774096,SRP052865,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,71,28,17370282,15601074,351977,11647874,11564351,924,80503,477260,43237,834442,443691,390439,96507,1587121,SRX853925,PRJNA273736,SRS827779,SAMN03295395,GEO,DOI: 10.1371/journal.pone.0126087,25978377
SRR1774097,SRP052865,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,71,28,17060704,15123747,320563,11282561,11205711,951,64449,398786,41429,857164,409738,330000,90651,1648969,SRX853926,PRJNA273736,SRS827780,SAMN03295394,GEO,DOI: 10.1371/journal.pone.0126087,25978377
SRR1774098,SRP052865,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,71,28,16279771,14740251,301801,11193933,11120475,915,52987,380906,38166,731724,334878,286062,82960,1638635,SRX853927,PRJNA273736,SRS827782,SAMN03295396,GEO,DOI: 10.1371/journal.pone.0126087,25978377
SRR1774099,SRP052865,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,71,28,15271258,14507811,301256,11909050,11863005,880,80483,401941,21529,509930,313562,250450,79591,941275,SRX853928,PRJNA273736,SRS827781,SAMN03295397,GEO,DOI: 10.1371/journal.pone.0126087,25978377
SRR1774100,SRP052865,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,71,28,16664809,15770515,395009,11908253,11877288,933,95150,430481,15820,680055,1001169,310160,121360,1208067,SRX853929,PRJNA273736,SRS827783,SAMN03295398,GEO,DOI: 10.1371/journal.pone.0126087,25978377
SRR1774101,SRP052865,Illumina Genome Analyzer IIx,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,71,28,16707400,15682785,266682,12068583,12039531,887,82091,935425,21648,661817,401212,313365,68778,1129866,SRX853930,PRJNA273736,SRS827784,SAMN03295399,GEO,DOI: 10.1371/journal.pone.0126087,25978377
SRR5116489,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1058963,452248,41437,323260,322614,335,1458,27335,392,8959,26541,9001,1423,53879,SRX2431857,PRJNA357712,SRS1867718,SAMN06159659,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116490,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1280760,647222,63669,312274,311400,391,2620,127917,1466,21605,64805,28938,5607,81990,SRX2431858,PRJNA357712,SRS1867719,SAMN06159658,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116491,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1100745,795073,59774,457910,456985,387,3560,163213,1157,21807,43547,24563,2845,76471,SRX2431859,PRJNA357712,SRS1867720,SAMN06159657,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116492,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,2898717,1936500,122182,1240881,1236560,574,12824,155061,3711,49857,196259,73358,12809,191740,SRX2431860,PRJNA357712,SRS1867721,SAMN06159656,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116493,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1396437,851863,64359,574427,572763,435,3453,73901,1356,23689,60866,27329,3420,83422,SRX2431861,PRJNA357712,SRS1867722,SAMN06159655,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116494,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1294916,855726,66281,563875,561813,458,5131,54211,1419,20424,81161,32217,4672,92616,SRX2431862,PRJNA357712,SRS1867723,SAMN06159654,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116495,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1994195,1528413,97070,944654,941841,503,9058,127285,3924,37757,201855,55012,7033,141835,SRX2431863,PRJNA357712,SRS1867724,SAMN06159653,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5116496,SRP095254,Illumina MiSeq,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,95,28,1518896,986381,65396,694125,689746,499,7217,44262,1814,20104,95993,28447,4473,89946,SRX2431864,PRJNA357712,SRS1867725,SAMN06159652,GEO,DOI: 10.1128/mBio.02170-16,28049151
SRR5817778,SRP111546,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,25,28,12058765,11058656,176751,6160480,6102463,584,527,292848,38008,10994,108170,52600,25219,4369810,SRX2996072,PRJNA393854,SRS2347323,SAMN07342581,GEO,DOI: 10.1038/onc.2017.315,28925390
SRR5817779,SRP111546,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,25,28,9479308,8671692,138132,3980462,3945080,505,434,231128,23595,11476,157602,32511,18623,4215861,SRX2996073,PRJNA393854,SRS2347324,SAMN07342580,GEO,DOI: 10.1038/onc.2017.315,28925390
SRR5817780,SRP111546,Illumina HiSeq 2500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,25,28,11645073,10516634,175647,4695477,4651728,566,521,291285,32027,10652,114192,43151,31581,5297748,SRX2996074,PRJNA393854,SRS2347325,SAMN07342579,GEO,DOI: 10.1038/onc.2017.315,28925390
SRR6246337,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,2995975,2630924,354725,238953,235598,384,1589,221860,1179,51340,1477382,43658,172221,422742,SRX3353424,PRJNA416912,SRS2652625,SAMN07967381,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246338,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,2884757,2535365,347012,229429,226225,379,1562,215556,1113,49569,1422536,41805,165478,408317,SRX3353424,PRJNA416912,SRS2652625,SAMN07967381,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246339,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,3045193,2671838,358514,243351,239830,382,1653,224798,1235,51908,1501068,44095,174736,428994,SRX3353424,PRJNA416912,SRS2652625,SAMN07967381,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246340,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,2928745,2571778,343828,232344,229111,375,1637,218276,1184,50363,1446124,42780,168629,410441,SRX3353424,PRJNA416912,SRS2652625,SAMN07967381,GEO,DOI: 10.3389/fendo.2018.00535,30258405
SRR6246341,SRP123465,NextSeq 500,miRNA-Seq,size fractionation,Epithelial,No,Keratinocyte,136,28,2581257,2511836,176334,77428,75746,257,183,1272270,6,1900,606905,249534,12935,290675,SRX3353425,PRJNA416912,SRS2652626,SAMN07967382,GEO,DOI: 10.3389/fendo.2018.00535,30258405
