Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch used in the normalization approaches,group used in the normalization approaches,Total_reads,Total Input Reads after miREC error correction,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
SRR5755965,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,2040382,1554456,13704,71684,71377,121,81,841,0,149,2779,8472,60,1470390,SRX2956145,PRJNA391912,SRS2313348,SAMN07277620,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755972,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,1768512,1691233,10541,117567,117272,147,134,302,0,365,1027,6849,128,1564861,SRX2956152,PRJNA391912,SRS2313355,SAMN07277643,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755979,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,4944185,3760068,27796,535710,534724,239,234,2521,1,886,10588,33932,394,3175802,SRX2956159,PRJNA391912,SRS2313362,SAMN07277636,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755986,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,7347679,4068070,30166,727317,725438,267,620,1815,2,1269,5493,32673,427,3298454,SRX2956166,PRJNA391912,SRS2313369,SAMN07277786,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755993,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,7368450,3909318,38602,584424,582239,258,407,2607,1,1213,9607,25819,495,3284745,SRX2956173,PRJNA391912,SRS2313376,SAMN07277778,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756000,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3141008,3075666,23682,640454,639984,243,573,2334,2,249,6928,35390,249,2389487,SRX2956180,PRJNA391912,SRS2313383,SAMN07277770,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756007,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,2255975,2200737,15426,468707,468373,213,225,1755,2,259,4378,20576,170,1704665,SRX2956187,PRJNA391912,SRS2313389,SAMN07277843,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756060,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3533822,2213256,20408,101851,100061,138,31,288,0,296,1341,5271,82,2104096,SRX2956240,PRJNA391912,SRS2313443,SAMN07277401,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756067,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,2754914,2005278,18679,173165,172124,164,214,409,1,230,2306,11571,83,1817299,SRX2956247,PRJNA391912,SRS2313450,SAMN07277816,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756074,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3988169,2483959,22616,360039,358582,226,175,916,0,748,2977,23492,262,2095350,SRX2956254,PRJNA391912,SRS2313457,SAMN07277809,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756081,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,2446292,1849344,17402,303810,303166,204,295,336,0,492,1564,14218,173,1528456,SRX2956261,PRJNA391912,SRS2313464,SAMN07277802,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756088,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3416917,2440903,16343,119109,118293,145,74,303,0,791,2176,9690,191,2308569,SRX2956268,PRJNA391912,SRS2313471,SAMN07277795,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756095,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3241033,2599707,21029,343341,342483,204,220,819,0,800,2310,17157,218,2234842,SRX2956275,PRJNA391912,SRS2313478,SAMN07277792,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756102,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,4078586,3669467,22668,379464,376801,193,243,981,2,1502,3315,16307,395,3267258,SRX2956282,PRJNA391912,SRS2313485,SAMN07277757,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756109,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,6966323,6745723,26892,168719,163414,160,63,1020,0,2359,2841,7064,534,6563123,SRX2956289,PRJNA391912,SRS2313492,SAMN07277749,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR7545527,SRP154556,Illumina HiSeq 2500,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,28,49,16007105,14034589,98082,12942997,12940117,555,4788,18308,180,470,156207,158756,6471,746412,SRX4411819,PRJNA482110,SRS3565389,SAMN09695777,GEO,-,-
SRR7545528,SRP154556,Illumina HiSeq 2500,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,28,49,13750987,13371723,88215,12789818,12787709,540,2816,97232,240,538,84548,142984,5504,248043,SRX4411820,PRJNA482110,SRS3565390,SAMN09695786,GEO,-,-
SRR7545529,SRP154556,Illumina HiSeq 2500,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,28,49,17203187,16057701,119845,15096410,15093685,557,12600,76946,265,830,187138,237300,9414,436798,SRX4411821,PRJNA482110,SRS3565391,SAMN09695785,GEO,-,-
