Run,SRA,Model,Assay,LibrarySelection,Class,Part of microRNAOme 1,CellType,batch used in the normalization approaches,group used in the normalization approaches,Total_reads,Total Filtered reads,Trimmed Reads (unique),All_miRNA_Reads,Filtered_miRNA_Reads,Unique_miRNAs,Hairpin miRNAs Reads,mature tRNA Reads,primary tRNA Reads,snoRNA Reads,rRNA Reads,Other ncRNA reads,mRNA Reads,Remaining Reads,Experiment,BioProject,Sample,BioSample,CenterName,DOI,PMID
DRR041453,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Placenta_epithelial_cell,159,45,1134188,867654,64430,373723,372640,478,1602,92081,1687,37906,228394,43439,3042,85780,DRX037087,PRJDB2675,DRS008297,SAMD00005834,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041480,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Placenta_epithelial_cell,159,45,2193782,2063171,107558,1311296,1309057,635,4452,107504,5037,136673,265361,94707,13742,124399,DRX037114,PRJDB2675,DRS008298,SAMD00004672,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041355,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1478056,1156543,86199,356732,355142,371,1219,7116,1105,228918,366522,60120,8134,126677,DRX036989,PRJDB2675,DRS007934,SAMD00005354,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041447,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1807275,1620287,69718,1172002,1169635,439,809,75857,2635,58086,201236,29295,8614,71753,DRX037081,PRJDB2675,DRS008301,SAMD00004851,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041467,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2822419,2386151,102587,1185361,1181094,542,3483,150510,12882,64528,740208,65105,16221,147853,DRX037101,PRJDB2675,DRS008305,SAMD00005889,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041473,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2659537,2330194,90157,1665472,1662934,476,1419,133278,5845,91272,276919,47199,9267,99523,DRX037107,PRJDB2675,DRS008300,SAMD00005471,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041487,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1577400,1471200,87722,903824,898341,526,3646,130854,6188,47829,200200,40201,14345,124113,DRX037121,PRJDB2675,DRS008308,SAMD00005228,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041493,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2567091,2448607,95480,1781659,1779503,502,1349,108367,4248,83204,296559,45310,12651,115260,DRX037127,PRJDB2675,DRS008302,SAMD00005229,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041511,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1702268,1445513,115626,786551,779979,525,3402,179653,7487,39782,225444,42230,19937,141027,DRX037145,PRJDB2675,DRS008306,SAMD00004847,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041517,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2196446,1967621,67891,1546300,1544320,461,830,49840,4457,76926,184866,35441,6295,62666,DRX037151,PRJDB2675,DRS008303,SAMD00005026,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041527,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,1643496,1397313,143418,677335,673280,485,2065,206880,3989,38417,202163,35868,110699,119897,DRX037161,PRJDB2675,DRS008309,SAMD00005360,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041536,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2681089,2511383,79976,1552025,1550414,475,1152,605737,6896,42763,165071,35711,5696,96332,DRX037170,PRJDB2675,DRS008304,SAMD00005735,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041554,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2096707,1898122,71288,1065863,1062745,470,3382,578714,5408,18290,119822,22660,7284,76699,DRX037188,PRJDB2675,DRS008307,SAMD00005562,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041575,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Fat,No,Preadipocyte,159,47,2719091,2492791,105143,1149803,1144971,517,4553,912475,10669,33126,168309,37424,13941,162491,DRX037209,PRJDB2675,DRS008310,SAMD00004752,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041506,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Prostate_epithelial_cell,159,48,2673733,2074878,185230,894349,890142,532,5570,171012,11941,160366,487729,137557,32365,173989,DRX037140,PRJDB2675,DRS008311,SAMD00005094,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041546,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Prostate_epithelial_cell,159,48,1649004,1437774,70486,472885,471602,401,2567,610622,1932,22744,223849,24566,5667,72942,DRX037180,PRJDB2675,DRS008312,SAMD00005117,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041598,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Prostate_epithelial_cell,159,48,637588,577908,44321,206305,205505,340,1029,233682,1881,12942,71108,13066,2414,35481,DRX037232,PRJDB2675,DRS008313,SAMD00005276,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR8387822,SRP175075,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Epithelial,No,Prostate_epithelial_cell,15,48,79944879,69416027,1729066,39006906,38819812,1176,339247,6759906,336148,3004642,11865217,2851952,539483,4712526,SRX5197599,PRJNA512612,SRS4203388,SAMN10688729,GEO,DOI: 10.1002/pros.23789,30905091
SRR8387823,SRP175075,Illumina HiSeq 2500,ncRNA-Seq,size fractionation,Epithelial,No,Prostate_epithelial_cell,15,48,99866029,93425196,2206054,50829343,50598376,1244,500935,9987740,505349,4497934,15375056,3830026,852253,7046560,SRX5197600,PRJNA512612,SRS4203389,SAMN10688728,GEO,DOI: 10.1002/pros.23789,30905091
SRR1044598,SRP033566,Illumina Genome Analyzer IIx,RNA-Seq,size fractionation,RBC,No,Red_blood_cell,1,49,1290214,1262255,16514,1235543,1125449,146,7128,656,19,70,1284,7384,35,10136,SRX388389,PRJNA230811,SRS512276,SAMN02437714,GEO,DOI: 10.1073/pnas.1401724111,25012294
SRR5755825,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3204336,1563144,22192,973090,972505,255,529,3312,1,257,3720,30023,419,551793,SRX2956005,PRJNA391912,SRS2313208,SAMN07277879,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755860,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,10300082,10159150,644230,161921,105151,147,105,1008,1,1026,4667,35307,1191,9953924,SRX2956040,PRJNA391912,SRS2313243,SAMN07277695,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755895,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3554511,2644478,23836,79800,78435,127,85,1174,2,132,806,5583,51,2556845,SRX2956075,PRJNA391912,SRS2313278,SAMN07277712,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755902,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3646607,2899171,23504,173707,172730,173,251,1556,0,135,2443,10025,83,2710971,SRX2956082,PRJNA391912,SRS2313285,SAMN07277864,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755909,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3351764,2755627,21637,214714,213770,174,103,876,0,173,1848,10068,76,2527769,SRX2956089,PRJNA391912,SRS2313292,SAMN07277856,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755916,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,1933432,1543721,16680,189166,187678,172,280,654,0,571,2050,14087,234,1336679,SRX2956096,PRJNA391912,SRS2313299,SAMN07277390,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755923,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,1731866,1713796,11344,103714,102561,132,89,282,1,602,1215,6611,205,1601077,SRX2956103,PRJNA391912,SRS2313306,SAMN07277516,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755930,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3470944,3421165,25474,328796,325951,193,250,1049,0,1174,5926,27379,395,3056196,SRX2956110,PRJNA391912,SRS2313313,SAMN07277509,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755937,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,2600893,2408905,16326,130428,129257,142,116,946,1,970,1810,8231,322,2266081,SRX2956117,PRJNA391912,SRS2313320,SAMN07277502,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755944,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,1490589,1201116,11198,131781,131518,147,123,511,0,148,1923,7723,65,1058842,SRX2956124,PRJNA391912,SRS2313327,SAMN07277525,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755951,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,1721543,1468154,12731,129694,129379,140,65,408,0,132,3093,10536,53,1324173,SRX2956131,PRJNA391912,SRS2313334,SAMN07277518,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755958,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3128728,2338014,16934,130356,129595,138,67,1030,0,209,4933,13393,94,2187932,SRX2956138,PRJNA391912,SRS2313341,SAMN07277627,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755965,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,2040382,1554456,13704,71684,71377,121,81,841,0,149,2779,8472,60,1470390,SRX2956145,PRJNA391912,SRS2313348,SAMN07277620,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755972,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,1768512,1691233,10541,117567,117272,147,134,302,0,365,1027,6849,128,1564861,SRX2956152,PRJNA391912,SRS2313355,SAMN07277643,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755979,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,4944185,3760068,27796,535710,534724,239,234,2521,1,886,10588,33932,394,3175802,SRX2956159,PRJNA391912,SRS2313362,SAMN07277636,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755986,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,7347679,4068070,30166,727317,725438,267,620,1815,2,1269,5493,32673,427,3298454,SRX2956166,PRJNA391912,SRS2313369,SAMN07277786,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5755993,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,7368450,3909318,38602,584424,582239,258,407,2607,1,1213,9607,25819,495,3284745,SRX2956173,PRJNA391912,SRS2313376,SAMN07277778,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756000,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3141008,3075666,23682,640454,639984,243,573,2334,2,249,6928,35390,249,2389487,SRX2956180,PRJNA391912,SRS2313383,SAMN07277770,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756007,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,2255975,2200737,15426,468707,468373,213,225,1755,2,259,4378,20576,170,1704665,SRX2956187,PRJNA391912,SRS2313389,SAMN07277843,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756060,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3533822,2213256,20408,101851,100061,138,31,288,0,296,1341,5271,82,2104096,SRX2956240,PRJNA391912,SRS2313443,SAMN07277401,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756067,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,2754914,2005278,18679,173165,172124,164,214,409,1,230,2306,11571,83,1817299,SRX2956247,PRJNA391912,SRS2313450,SAMN07277816,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756074,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3988169,2483959,22616,360039,358582,226,175,916,0,748,2977,23492,262,2095350,SRX2956254,PRJNA391912,SRS2313457,SAMN07277809,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756081,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,2446292,1849344,17402,303810,303166,204,295,336,0,492,1564,14218,173,1528456,SRX2956261,PRJNA391912,SRS2313464,SAMN07277802,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756088,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3416917,2440903,16343,119109,118293,145,74,303,0,791,2176,9690,191,2308569,SRX2956268,PRJNA391912,SRS2313471,SAMN07277795,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756095,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,3241033,2599707,21029,343341,342483,204,220,819,0,800,2310,17157,218,2234842,SRX2956275,PRJNA391912,SRS2313478,SAMN07277792,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756102,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,4078586,3669467,22668,379464,376801,193,243,981,2,1502,3315,16307,395,3267258,SRX2956282,PRJNA391912,SRS2313485,SAMN07277757,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR5756109,SRP110505,Illumina HiSeq 2000,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,158,49,6966323,6745723,26892,168719,163414,160,63,1020,0,2359,2841,7064,534,6563123,SRX2956289,PRJNA391912,SRS2313492,SAMN07277749,GEO,DOI: 10.1093/nar/gkx706,28934507
SRR7545527,SRP154556,Illumina HiSeq 2500,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,28,49,16007105,14034589,98082,12942997,12940117,555,4788,18308,180,470,156207,158756,6471,746412,SRX4411819,PRJNA482110,SRS3565389,SAMN09695777,GEO,-,-
SRR7545528,SRP154556,Illumina HiSeq 2500,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,28,49,13750987,13371723,88215,12789818,12787709,540,2816,97232,240,538,84548,142984,5504,248043,SRX4411820,PRJNA482110,SRS3565390,SAMN09695786,GEO,-,-
SRR7545529,SRP154556,Illumina HiSeq 2500,miRNA-Seq,size fractionation,RBC,No,Red_blood_cell,28,49,17203187,16057701,119845,15096410,15093685,557,12600,76946,265,830,187138,237300,9414,436798,SRX4411821,PRJNA482110,SRS3565391,SAMN09695785,GEO,-,-
DRR041362,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Renal_cortical_epithelial_cell,159,50,3427664,3109690,131201,1272125,1268025,574,6619,136089,2655,110435,1245815,101129,21780,213043,DRX036996,PRJDB2675,DRS008317,SAMD00005247,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041384,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Renal_epithelial_cell,159,50,1463315,950097,65511,361610,359008,445,1363,39275,1867,37006,374225,34801,7292,92658,DRX037018,PRJDB2675,DRS008320,SAMD00005334,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041542,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Renal_epithelial_cell,159,50,2646202,2497734,105371,577765,574943,479,2709,785143,3047,41976,835568,47153,10430,193943,DRX037176,PRJDB2675,DRS008319,SAMD00005877,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041441,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Renal_proximal_tubule_epithelial_cell,159,50,1475441,1314214,82503,425556,423006,465,2547,49255,2778,46806,600410,39110,10402,137350,DRX037075,PRJDB2675,DRS008331,SAMD00005901,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041605,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Renal_proximal_tubule_epithelial_cell,159,50,1232531,1184959,72625,244315,242769,377,1192,360640,1793,17031,419231,18488,5718,116551,DRX037239,PRJDB2675,DRS008329,SAMD00005391,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041610,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Renal_proximal_tubule_epithelial_cell,159,50,1143816,1096568,69596,263503,262062,378,1083,311649,1479,18160,380645,20644,5529,93876,DRX037244,PRJDB2675,DRS008330,SAMD00005220,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041461,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Retinal_pigment_epithelial_cell,159,51,2456548,2051580,125696,490141,484290,534,1401,104667,7774,81108,1030541,77356,18470,240122,DRX037095,PRJDB2675,DRS008334,SAMD00005253,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041625,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Retinal_pigment_epithelial_cell,159,51,753331,638520,69280,236356,234702,362,1176,161129,3373,25058,97509,26742,10278,76899,DRX037259,PRJDB2675,DRS008332,SAMD00005496,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041630,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Retinal_pigment_epithelial_cell,159,51,2525225,2384280,115014,532850,529858,494,2032,446820,5492,58808,1077426,49129,14990,196733,DRX037264,PRJDB2675,DRS008333,SAMD00004929,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
SRR9180612,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,14815770,14384700,428028,10756733,10734681,898,132820,383745,29281,1017515,704686,457374,175483,727063,SRX5953142,PRJNA545905,SRS4863629,SAMN11936705,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180613,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,14292784,13872920,396299,10392843,10372133,892,130530,369740,28110,980201,680260,439223,171139,680874,SRX5953142,PRJNA545905,SRS4863629,SAMN11936705,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180614,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,14893806,14460605,421958,10819642,10797099,911,135388,386848,29763,1021357,712092,459289,174595,721631,SRX5953142,PRJNA545905,SRS4863629,SAMN11936705,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180615,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,1272011,1234969,55574,927893,925712,475,11740,33341,2525,87410,60809,38902,14891,57458,SRX5953142,PRJNA545905,SRS4863629,SAMN11936705,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180620,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,13853907,13073113,703198,8165529,8079351,827,29264,296680,20507,466906,747011,371406,107294,2868516,SRX5953143,PRJNA545905,SRS4863631,SAMN11936704,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180621,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,13321868,12571787,660880,7887502,7803129,800,28191,286516,19768,449654,719682,353141,104182,2723151,SRX5953143,PRJNA545905,SRS4863631,SAMN11936704,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180622,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,13922612,13138203,696970,8209557,8120194,822,29552,300884,20800,468334,753078,373726,107429,2874843,SRX5953143,PRJNA545905,SRS4863631,SAMN11936704,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180623,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,1189888,1122324,114168,705346,697223,479,2499,25618,1814,40164,64579,31559,9235,241510,SRX5953143,PRJNA545905,SRS4863631,SAMN11936704,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180628,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,15927921,15079717,535059,11094256,11058908,963,49066,349382,44796,911017,931892,449626,179301,1070381,SRX5953144,PRJNA545905,SRS4863630,SAMN11936703,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180629,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,15373571,14548544,496151,10727752,10691804,967,48026,338584,43008,878096,898637,431803,175277,1007361,SRX5953144,PRJNA545905,SRS4863630,SAMN11936703,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180630,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,16032571,15178828,525533,11175370,11139903,980,49730,354251,45765,914698,939464,454659,179322,1065569,SRX5953144,PRJNA545905,SRS4863630,SAMN11936703,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180631,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,1367176,1293675,68220,956120,952682,540,4284,30402,3911,78448,80331,38700,15456,86023,SRX5953144,PRJNA545905,SRS4863630,SAMN11936703,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180636,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,13488187,12794411,818719,3529246,3462286,729,15634,263447,8890,596738,932027,369412,159126,6919891,SRX5953145,PRJNA545905,SRS4863632,SAMN11936702,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180637,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,14107806,13383633,865177,3688294,3617102,735,16734,275019,9342,620985,983389,387726,163297,7238847,SRX5953145,PRJNA545905,SRS4863632,SAMN11936702,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180638,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,1194398,1132934,140150,312734,306280,427,1409,23652,805,52557,83248,32447,14232,611850,SRX5953145,PRJNA545905,SRS4863632,SAMN11936702,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180644,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,13749262,13190390,589111,6905886,6859382,919,17910,200549,24479,725864,611736,400169,153211,4150586,SRX5953146,PRJNA545905,SRS4863633,SAMN11936701,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180645,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,13229390,12691591,548964,6643752,6600914,895,17385,193555,23002,699783,586166,383601,148177,3996170,SRX5953146,PRJNA545905,SRS4863633,SAMN11936701,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180646,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,13803474,13240536,585702,6925988,6879115,917,18158,202451,24209,730328,615826,401238,153178,4169160,SRX5953146,PRJNA545905,SRS4863633,SAMN11936701,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180647,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,1171101,1123504,82249,589338,585015,514,1543,17168,2098,62325,52232,33892,13076,351832,SRX5953146,PRJNA545905,SRS4863633,SAMN11936701,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180652,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,15144785,14799947,611783,6119302,6090911,858,28359,220564,14042,637342,432571,309947,169356,6868464,SRX5953147,PRJNA545905,SRS4863634,SAMN11936700,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180653,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,14533983,14202899,562896,5865840,5840672,829,27146,212921,13530,610430,411579,295318,164160,6601975,SRX5953147,PRJNA545905,SRS4863634,SAMN11936700,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180654,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,15194034,14847085,604729,6142799,6114566,851,28625,222743,14050,640105,435843,310326,169482,6883112,SRX5953147,PRJNA545905,SRS4863634,SAMN11936700,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9180655,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,1282867,1253567,79917,519189,516571,454,2461,18935,1231,54087,36700,25887,14119,580958,SRX5953147,PRJNA545905,SRS4863634,SAMN11936700,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
SRR9201002,SRP200168,NextSeq 500,RNA-Seq,cDNA,Epithelial,No,Retinal_pigment_epithelial_cell,143,51,14042701,13323821,871613,3671657,3601598,742,16598,272317,9398,619906,974451,385605,163880,7210009,SRX5953145,PRJNA545905,SRS4863632,SAMN11936702,GEO,DOI: 10.3389/fimmu.2019.00708,31118929
DRR041370,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Sebocyte,159,54,1487801,1344034,128153,760270,756336,480,3015,74201,4169,51800,299026,39758,25860,85935,DRX037004,PRJDB2675,DRS008339,SAMD00005631,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
DRR041375,DRP001151,Illumina HiSeq 2000,miRNA-Seq,unspecified,Epithelial,No,Sebocyte,159,54,1326031,1198170,112074,679546,675613,479,3578,65413,4527,45488,258118,35209,18967,87324,DRX037009,PRJDB2675,DRS008340,SAMD00004900,RIKEN_OSC,DOI: 10.1038/nbt.3947,28829439
