miRNA,SRR5127209,DRR041368,SRR5755916,SRR5755923,DRR041467,SRR7062776,SRR7062777,SRR7062778,SRR7062779,SRR7062780,SRR7062781,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR5755902,SRR5755909,SRR5756067,SRR1044598,SRR1664897,SRR5756074,SRR5756081,DRR041517,DRR041536,DRR041511,SRR5756000,SRR5756007,SRR5756088,SRR5756102,SRR5127232,SRR5128192,SRR5128189,DRR041575,SRR5127234,DRR041493,DRR041447,SRR1988299,SRR1988300,SRR1988301,SRR1988302,SRR1988303,SRR1988304,SRR1988305,SRR1988306,SRR3199257,SRR3199258,SRR3199259,SRR3199260,SRR3199261,SRR3199262,SRR1988291,SRR1988292,SRR1988293,SRR1988294,SRR1988295,SRR1988296,SRR1988297,SRR1988298,DRR041473,SRR5756109,DRR041355,DRR041527,SRR5833905,SRR5833903,SRR5833902,SRR5833904,SRR5127214,SRR7545527,SRR7545529,SRR6283108,SRR6283109,SRR8478257,SRR5755825,SRR5256882,SRR5256883,SRR8478258,SRR8478259,SRR5755895,DRR041534,SRR5755958,SRR5755972,SRR5755986,SRR7545528,SRR5128191,SRR5128194,SRR5128190,SRR5128193,SRR5755930,SRR5755937,SRR5755944,SRR5755951,DRR041554,DRR041487,SRR5256874,SRR5256875,SRR5256876,SRR5256878,SRR5256879,SRR5256880,SRR5256881,SRR5755860,SRR5755965,SRR5755979,SRR5755993,SRR3199254,SRR3199255,SRR3199256,SRR5756060,SRR5756095,SRR3996364,SRR3996365,SRR3996366,SRR3996367,SRR3996368,SRR3996369,DRR041393,DRR041422,DRR041436,DRR041443,DRR041450,DRR041470,DRR041504,DRR041530,DRR041578,DRR041592,DRR041616,DRR041620,SRR1777161,SRR1777162,SRR1777163,SRR1777164,SRR1777165,SRR1777166,SRR1777167,SRR1777168,SRR1777169
hsa-miR-103a-3p/107,374402,4559,1112,777,3886,27909,55744,62594,37251,34421,59851,76846,78273,214895,9817,1241,1789,1579,0,90627,5430,2924,3810,4810,2475,5748,4440,1128,3056,279582,111052,89351,3871,495696,4634,3251,30935,47082,51229,44968,49185,28291,37769,17547,59753,116114,86748,431860,70942,65091,22351,26234,29804,24025,15230,16260,17238,21399,3714,2264,1536,2687,78196,82836,97099,131373,40179,29178,28749,27440,63920,54799,9220,4464,19279,17868,52806,631,3241,1283,1062,7376,22393,50401,141972,75609,146734,2363,748,1092,1040,2788,2853,7579,61766,23748,101817,47217,17696,7567,630,484,9082,6085,69505,65677,75249,1362,4220,3169,3218,4976,4164,4342,5984,4218,5739,1163,2175,2237,5407,2705,6852,6484,3722,3340,6285,120208,42753,47145,62149,36718,59902,35592,93913,178182
hsa-miR-103b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10400-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10400-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10401-3p,71,49,0,0,159,33,60,66,40,42,72,55,50,97,28,0,0,0,0,75,0,0,16,29,109,0,0,0,0,28,49,59,135,153,38,26,116,111,65,118,124,60,149,88,14,30,33,51,12,15,249,224,268,228,125,98,150,164,46,0,7,44,105,115,111,80,200,16,26,40,24,119,0,20,21,249,217,0,44,0,0,0,30,53,44,91,195,0,0,0,0,51,95,9,72,39,208,77,36,0,0,0,0,0,61,42,35,0,0,0,2,4,3,0,0,17,118,6,28,32,127,27,30,37,10,50,17,32,0,8,38,0,16,11,18,18
hsa-miR-10401-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-105-3p,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,17,23,34,24,35,15,22,0,26,29,19,46,23,38,52,50,55,34,0,0,0,7,0,0,0,0,0,0,150,146,13,0,0,56,53,0,0,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,353,131,486,203,104,23,0,0,0,0,0,8,0,0,0,0,0,0,4,2,2,0,3,0,0,0,0,0,0,0,0,0,0,32,12,11,17,18,21,14,44,41
hsa-miR-105-5p,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,3665,0,0,77,112,120,107,133,63,105,74,183,228,211,688,312,272,153,161,176,127,18,19,21,32,0,0,0,0,148,250,499,400,134,0,0,2802,883,341,0,49,152,592,785,0,0,0,0,0,0,12,20,29,21,0,0,0,0,0,0,91,841,288,1058,642,187,86,0,0,0,0,26,54,36,0,0,10,9,14,15,7,9,0,24,0,2,4,11,0,0,0,0,0,0,712,271,394,331,183,539,310,605,889
hsa-miR-10522-5p,20,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,4,0,0,0,21,11,10,42,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,18,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,6,7,0,9,0,7,12
hsa-miR-10523-5p,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,0,0,0,10,0,2,0,2,0,0,0,0,6,0,0,0,0,0,5,7,0,0,0
hsa-miR-10524-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10525-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,25,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0,0,0,0,0,0,0,0,3,0,2,0,0,0,4,2,0,0,0,0,0,32,9,6,5,8,28,4,34,29
hsa-miR-10526-3p,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,4,0,26,4,0,7,0,8,0,17,18
hsa-miR-10527-5p,75,2,4,0,0,5,6,16,6,5,5,20,24,37,14,0,0,0,0,40,2,0,2,0,0,2,0,0,0,83,53,56,2,74,2,3,10,6,0,0,10,0,6,0,13,17,11,14,16,12,9,0,0,0,9,9,11,9,3,0,0,0,50,0,0,0,48,32,19,6,10,219,2,0,5,70,87,0,0,0,0,0,11,26,91,53,78,0,0,0,0,0,0,5,16,0,41,56,12,0,0,0,0,5,8,8,11,0,3,5,2,9,0,7,7,0,2,0,2,0,2,0,0,0,0,0,5,32,24,12,13,12,22,10,39,28
hsa-miR-106a-3p,22,0,0,0,0,146,282,346,163,208,294,5,0,14,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,31,11,0,0,31,0,0,36,102,50,51,49,19,32,23,182,293,186,387,12,7,44,38,32,38,16,0,14,21,0,0,0,0,89,101,104,183,0,148,223,20,39,75,2,0,0,45,167,0,0,0,0,0,216,0,20,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,513,804,24,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,60,19,8,0,12,34,2,18,94
hsa-miR-106a-5p/17-5p,41975,804,137,54,234,26511,51932,60105,34336,31787,53708,3128,3227,10585,664,100,119,160,15204,5750,313,274,37,41,565,350,222,91,233,17230,15990,9086,194,29106,69,50,16605,33256,24284,27733,26144,12194,20347,8942,50209,72112,57904,156157,19635,15226,16403,20224,21429,16918,3062,4190,4523,6278,105,73,24,347,11932,13760,9552,32621,3491,15401,17497,9286,18034,11533,566,85,367,4517,12076,51,236,70,74,453,13862,6018,41048,8317,18638,185,51,60,62,86,522,189,1609,553,2186,1409,437,201,46,45,255,347,112826,100402,157605,67,319,380,417,608,426,314,259,249,1789,144,560,515,1449,333,61,68,28,186,136,20430,6743,3550,2644,4533,12914,2749,9219,32325
hsa-miR-106b-3p,8088,219,159,70,108,654,1327,1408,795,728,1388,15772,10453,47939,2945,218,229,246,336,21471,522,454,58,62,124,722,558,182,427,44313,3329,3986,134,3811,74,52,1069,1572,1727,1595,1494,976,1180,805,2461,2239,1887,2838,2294,1827,1253,1294,1419,1404,849,836,1026,1129,88,195,18,141,1996,1968,2609,3928,2222,6303,7982,19847,13762,5263,1226,157,472,3207,3765,92,114,120,152,853,8138,2490,7236,4482,2807,305,109,145,119,78,112,229,1820,619,2837,1140,428,153,161,72,710,742,4271,3053,3383,98,507,482,406,726,491,233,233,121,605,201,409,252,379,114,95,67,40,126,97,6195,1562,1373,1335,1391,2991,1064,3594,6472
hsa-miR-106b-5p,21210,313,214,81,138,11795,24088,28030,16203,14364,24703,3486,2421,9339,560,141,210,229,15959,3519,642,482,57,55,278,843,591,127,289,26578,1678,951,100,12135,85,59,805,2277,1591,1686,1554,612,1042,569,3076,8036,4217,25872,3178,2409,796,1028,821,642,382,533,591,791,134,111,35,134,4030,4548,4932,8377,1712,20888,21326,812,1084,2403,1140,0,98,788,2633,43,109,96,111,983,20873,448,2184,847,1912,263,78,82,105,51,207,42,297,213,1906,295,100,23,124,47,791,825,6315,3138,5941,172,464,458,430,626,482,409,330,83,1012,77,351,327,697,198,92,77,37,121,41,3437,1377,716,752,936,2096,984,2190,6111
hsa-miR-10a-3p,7,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,65,0,0,0,0,3,148,152,45,9,89,68,0,0,0,0,631,288,524,72,415,940,1608,6411,21,20,0,0,0,0,70,54,79,74,46,0,3,43,760,2775,364,171,48,0,0,0,0,193,0,29,59,0,0,0,0,0,0,0,0,94,8,698,805,0,0,0,0,13,57,34,325,90,283,299,106,38,0,0,0,0,197,822,1443,0,0,8,5,4,8,5,4,31,10,0,0,9,0,29,27,25,10,29,21,16,0,12,5,668,273,565,325,97
hsa-miR-10a-5p,4866,56,15,8,59439,0,0,6,0,0,4,566,359,650,72,13,15,14,0,893,18,13,87271,50717,47782,40,32,4,17,3626,10124,8781,122721,6631,90409,84113,1234,1688,2068,1994,753476,349459,638469,107687,768066,764720,958954,3136101,16671,16485,264,237,242,222,61370,80636,86578,92977,41190,4,6812,32591,133202,478169,62397,32407,60532,116,165,198,186,13047,91,97728,703439,77,120,4,9,11,6,27,91,6504,389,37809,48708,23,26,0,9,101950,57123,115740,1357794,323685,2922447,802235,287244,232298,31,3,25,18,215551,1277035,1327142,4,18,4452,2694,2794,2659,4308,5850,18904,8071,444,1023,8098,968,40137,113625,70398,66486,76143,107432,5147,163,10816,5312,485993,122267,598044,219949,89616
hsa-miR-10b-3p,41,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,13,0,0,0,0,0,57,39,4,10,11,0,0,0,0,0,313,153,240,36,1655,2256,4783,14302,199,258,0,0,0,0,15,11,24,23,26,0,3,0,807,2201,378,209,0,0,0,0,0,107,0,16,26,0,0,0,0,0,0,0,0,22,0,39,77,0,0,0,0,2,10,14,93,57,197,175,77,20,0,0,0,0,393,55,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,5,0,4,35,0,24,386,403,205,235,201,149
hsa-miR-10b-5p,103638,826,0,0,30588,0,0,0,0,0,7,0,0,13,0,3,0,0,0,0,0,0,4138,79943,15672,0,0,0,0,452,8151,3800,54944,19766,74801,6259,1650,2093,2912,2607,1304879,735764,1151047,98871,1741023,2198781,3593258,6504256,98830,108727,37,44,40,30,42198,53304,57854,63120,68593,2,10659,613,338803,835692,133379,71846,2052,149,0,811,272,7819,0,294396,2094116,19,62,0,342,0,0,0,0,1828,16,3145,7657,0,13,0,0,66927,26612,106700,1323541,316785,6488623,1165275,430445,356942,5,0,0,0,524021,65071,914001,0,0,49,21,23,20,13,24,2627,30,10,6,12,20,4321,296922,173383,81626,4232,103696,30788,1854,32691,396390,508268,160043,397798,186669,191828
hsa-miR-11181-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-11181-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-11399,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,15
hsa-miR-11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0
hsa-miR-11401,9,0,0,0,0,0,0,0,0,0,0,107,162,200,28,0,0,0,5,0,0,0,0,0,0,0,0,0,3,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,0,16,4,0,0,0,0,0,0,0,0,0,16,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,15,12,0,4,35,6
hsa-miR-1178-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,34
hsa-miR-1178-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1179-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,9,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
hsa-miR-1179-5p,528,0,0,0,0,28,71,110,65,51,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,144,72,0,3487,0,0,10,16,10,16,30,17,14,11,3,14,23,46,6,3,8,5,6,8,35,26,17,34,0,0,0,0,46,47,82,71,2,0,6,0,0,0,0,11,6,17,37,0,0,0,0,0,4,25,24,52,107,0,0,0,0,0,0,12,109,37,165,90,28,11,0,0,0,0,28,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,51,19,8,4,27,19,37,71,45
hsa-miR-1180-3p,8456,65,0,0,14,581,1225,1417,868,731,1350,391,496,667,182,9,11,8,15,743,20,11,20,9,22,19,8,5,9,906,11034,13237,11,14474,8,20,1479,2113,1978,2231,2308,1469,1997,1348,691,861,639,957,276,414,1398,1556,1465,1577,215,242,302,368,5,3,0,59,1254,1211,1779,2128,506,266,339,16369,3243,2542,34,163,361,4068,3738,11,13,5,2,36,369,7994,18412,21836,13212,9,0,6,0,9,12,209,1382,955,1966,1683,666,130,0,0,16,33,470,410,412,0,18,147,110,222,165,82,71,58,105,25,35,36,86,45,16,8,3,55,19,20634,7530,13091,15848,6638,12032,6478,20640,14074
hsa-miR-1180-5p,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,27,0,0,21,29,0,0,0,16,27,0,0,0,0,8,0,0,0,0,0,23,0,17,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,8,7,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0
hsa-miR-1181-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,11
hsa-miR-1181-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1185-1-3p/1185-2-3p,16,129,0,0,200,4,0,8,5,3,11,0,0,0,0,0,0,0,0,0,0,0,62,29,137,0,0,0,0,3,119,0,41,97,103,46,11,23,21,21,33,8,14,18,0,4,0,0,0,0,31,30,29,23,0,3,0,3,92,0,37,141,108,110,115,144,1233,0,0,34,17,90,0,0,0,0,0,0,26,0,0,0,0,2,224,2,2176,0,0,0,0,11,156,2,13,8,0,0,0,0,0,0,0,0,160,0,0,0,0,419,323,661,482,356,370,5,419,36,89,51,175,136,11,12,0,37,16,553,56,995,2436,5646,2152,705,8240,20298
hsa-miR-1185-5p,24,26,0,0,41,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,53,45,33,0,0,0,0,0,0,0,80,104,46,45,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,50,0,13,32,0,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,7,0,0,0,0,42,48,0,0,0,0,0,0,0,0,0,0,0,55,0,5,0,0,44,34,49,64,61,51,9,78,6,14,20,48,18,63,39,28,24,58,0,0,0,8,16,7,0,8,26
hsa-miR-1193-3p,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1193-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,13,18,15,5,26,55
hsa-miR-1197,21,32,0,0,46,2,3,6,4,2,13,0,0,0,0,0,0,0,0,0,0,0,11,3,40,0,0,0,0,2,0,0,12,319,25,17,4,12,9,8,10,10,6,7,7,10,9,17,0,0,7,19,16,14,6,15,12,15,17,0,7,38,35,64,83,128,728,0,0,26,11,67,0,0,0,0,0,0,5,0,0,0,0,0,0,0,60,0,0,0,0,5,35,0,5,4,23,0,0,0,0,0,0,0,192,2,0,0,0,95,78,149,118,103,114,5,110,8,13,19,45,18,6,3,5,7,4,76,12,156,169,1005,409,185,11,2716
